30  0   5724.796
30  1   5594.669
30  2   5291.081
30  3   4849.585
30  4   4310.468
30  5   3714.328
30  6   3098.999
30  7   2497.635
30  8   1937.873
30  9   1441.765
30  10  1026.011
30  11  697.505
30  12  451.341
30  13  278.896
30  14  168.001
30  15  104.053
30  16  73.046
30  17  65.407
30  18  78.895
30  19  119.261
30  20  198.989
30  21  335.919
30  22  553.233
30  23  883.221
30  24  1359.054
30  25  1988.015
30  26  2732.135
30  27  3517.381
30  28  4265.003
30  29  4903.852
30  30  5378.766
30  31  5656.041
31  0   6209.273
31  1   6065.879
31  2   5733.405
31  3   5250.947
31  4   4662.751
31  5   4013.338
31  6   3344.109
31  7   2691.244
31  8   2084.771
31  9   1548.454
31  10  1099.969
31  11  746.343
31  12  482.000
31  13  297.300
31  14  178.827
31  15  110.659
31  16  77.664
31  17  69.568
31  18  84.008
31  19  127.253
31  20  212.897
31  21  360.379
31  22  594.932
31  23  951.536
31  24  1466.241
31  25  2147.477
31  26  2954.818
31  27  3808.247
31  28  4621.762
31  29  5317.328
31  30  5834.309
31  31  6135.618
32  0   6683.917
32  1   6527.206
32  2   6165.994
32  3   5642.921
32  4   5006.189
32  5   4304.229
32  6   3581.985
32  7   2878.628
32  8   2226.518
32  9   1651.074
32  10  1170.862
32  11  792.985
32  12  511.175
32  13  314.761
32  14  189.078
32  15  116.912
32  16  82.039
32  17  73.514
32  18  88.863
32  19  134.864
32  20  226.199
32  21  383.890
32  22  635.187
32  23  1017.710
32  24  1570.331
32  25  2302.663
32  26  3171.961
32  27  4092.395
32  28  4970.795
32  29  5722.261
32  30  6280.689
32  31  6605.603
33  0   7145.341
33  1   6975.397
33  2   6585.859
33  3   6022.879
33  4   5338.569
33  5   4585.224
33  6   3811.271
33  7   3058.806
33  8   2362.457
33  9   1749.217
33  10  1238.462
33  11  837.323
33  12  538.830
33  13  331.275
33  14  198.764
33  15  122.823
33  16  86.178
33  17  77.251
33  18  93.466
33  19  142.089
33  20  238.871
33  21  406.374
33  22  673.826
33  23  1081.415
33  24  1670.756
33  25  2452.659
33  26  3382.201
33  27  4367.947
33  28  5309.704
33  29  6115.801
33  30  6714.721
33  31  7062.628
34  0   7581.329
34  1   7398.561
34  2   6981.820
34  3   6380.654
34  4   5650.948
34  5   4848.711
34  6   4025.709
34  7   3226.825
34  8   2488.818
34  9   1840.140
34  10  1300.864
34  11  878.097
34  12  564.173
34  13  346.368
34  14  207.606
34  15  128.222
34  16  89.965
34  17  80.675
34  18  97.684
34  19  148.726
34  20  250.555
34  21  427.206
34  22  709.786
34  23  1140.911
34  24  1764.794
34  25  2593.423
34  26  3579.901
34  27  4627.552
34  28  5629.486
34  29  6487.525
34  30  7124.927
34  31  7494.608
35  0   7976.682
35  1   7781.876
35  2   7339.913
35  3   6703.513
35  4   5932.081
35  5   5085.079
35  6   4217.358
35  7   3376.352
35  8   2600.749
35  9   1920.278
35  10  1355.566
35  11  913.636
35  12  586.142
35  13  359.396
35  14  215.222
35  15  132.874
35  16  93.236
35  17  83.638
35  18  101.340
35  19  154.496
35  20  260.778
35  21  445.566
35  22  741.689
35  23  1193.971
35  24  1848.977
35  25  2719.833
35  26  3757.959
35  27  4861.992
35  28  5918.895
35  29  6824.443
35  30  7497.024
35  31  7886.513
36  0   8319.102
36  1   8113.352
36  2   7648.839
36  3   6981.151
36  4   6172.868
36  5   5286.546
36  6   4379.782
36  7   3502.256
36  8   2694.315
36  9   1986.744
36  10  1400.545
36  11  942.584
36  12  603.873
36  13  369.833
36  14  221.300
36  15  136.589
36  16  95.857
36  17  86.019
36  18  104.286
36  19  159.175
36  20  269.156
36  21  460.790
36  22  768.420
36  23  1238.786
36  24  1920.496
36  25  2827.743
36  26  3910.626
36  27  5063.807
36  28  6168.828
36  29  7116.046
36  30  7819.456
36  31  8226.184
37  0   8603.478
37  1   8388.013
37  2   7903.917
37  3   7209.311
37  4   6369.563
37  5   5449.926
37  6   4510.365
37  7   3602.464
37  8   2767.938
37  9   2038.388
37  10  1434.999
37  11  964.411
37  12  617.034
37  13  377.479
37  14  225.721
37  15  139.295
37  16  97.778
37  17  87.775
37  18  106.469
37  19  162.677
37  20  275.538
37  21  472.614
37  22  789.533
37  23  1274.630
37  24  1978.212
37  25  2915.462
37  26  4035.544
37  27  5229.920
37  28  6375.519
37  29  7357.973
37  30  8087.423
37  31  8508.566
38  0   8833.722
38  1   8609.683
38  2   8108.771
38  3   7391.326
