30  0   7933.904
30  1   9053.589
30  2   10113.199
30  3   11048.530
30  4   11794.479
30  5   12292.880
30  6   12503.627
30  7   12411.928
30  8   12028.136
30  9   11384.044
30  10  10527.171
30  11  9514.315
30  12  8405.399
30  13  7258.374
30  14  6125.514
30  15  5051.312
30  16  4071.522
30  17  3213.285
30  18  2496.025
30  19  1932.865
30  20  1532.272
30  21  1299.568
30  22  1235.302
30  23  1330.516
30  24  1570.756
30  25  1944.217
30  26  2448.369
30  27  3084.183
30  28  3850.147
30  29  4738.806
30  30  5734.496
30  31  6811.686
31  0   8609.284
31  1   9827.281
31  2   10979.702
31  3   11996.528
31  4   12806.769
31  5   13347.012
31  6   13573.500
31  7   13470.089
31  8   13048.193
31  9   12342.746
31  10  11405.930
31  11  10300.054
31  12  9090.793
31  13  7841.550
31  14  6609.389
31  15  5442.740
31  16  4380.352
31  17  3451.447
31  18  2676.736
31  19  2069.985
31  20  1639.823
31  21  1391.339
31  22  1324.511
31  23  1429.461
31  24  1690.857
31  25  2096.504
31  26  2644.087
31  27  3334.919
31  28  4167.496
31  29  5133.773
31  30  6216.707
31  31  7388.468
32  0   9271.657
32  1   10586.442
32  2   11830.198
32  3   12927.158
32  4   13800.510
32  5   14381.661
32  6   14623.244
32  7   14507.787
32  8   14047.769
32  9   13281.267
32  10  12265.122
32  11  11067.147
32  12  9758.738
32  13  8408.714
32  14  7078.877
32  15  5821.533
32  16  4678.350
32  17  3680.551
32  18  2850.049
32  19  2201.169
32  20  1742.616
32  21  1479.157
32  22  1410.148
32  23  1524.807
32  24  1807.004
32  25  2244.239
32  26  2834.463
32  27  3579.352
32  28  4477.428
32  29  5520.072
32  30  6688.883
32  31  7953.756
33  0   9916.248
33  1   11325.539
33  2   12658.440
33  3   13833.551
33  4   14768.354
33  5   15389.185
33  6   15645.144
33  7   15517.459
33  8   15019.675
33  9   14192.980
33  10  13098.830
33  11  11810.476
33  12  10404.957
33  13  8956.415
33  14  7531.306
33  15  6185.712
33  16  4964.121
33  17  3899.667
33  18  3015.379
33  19  2326.057
33  20  1840.409
33  21  1562.806
33  22  1491.947
33  23  1616.180
33  24  1918.652
33  25  2386.637
33  26  3018.388
33  27  3815.962
33  28  4777.922
33  29  5895.093
33  30  7147.743
33  31  8503.539
34  0   10526.074
34  1   12025.123
34  2   13442.654
34  3   14691.886
34  4   15684.862
34  5   16343.082
34  6   16612.282
34  7   16472.460
34  8   15938.193
34  9   15053.679
34  10  13884.828
34  11  12510.126
34  12  11012.037
34  13  9469.805
34  14  7954.324
34  15  6525.258
34  16  5229.741
34  17  4102.674
34  18  3168.073
34  19  2441.119
34  20  1930.434
34  21  1639.928
34  22  1567.622
34  23  1701.048
34  24  2022.738
34  25  2519.825
34  26  3190.897
34  27  4038.403
34  28  5060.960
34  29  6248.871
34  30  7581.138
34  31  9023.302
35  0   11080.022
35  1   12661.053
35  2   14155.830
35  3   15472.630
35  4   16518.497
35  5   17210.495
35  6   17491.272
35  7   17339.703
35  8   16771.344
35  9   15833.203
35  10  14595.347
35  11  13141.140
35  12  11558.076
35  13  9930.116
35  14  8332.236
35  15  6827.364
35  16  5465.008
35  17  4281.619
35  18  3302.037
35  19  2541.689
35  20  2009.018
35  21  1707.401
35  22  1634.168
35  23  1776.125
35  24  2115.319
35  25  2638.857
35  26  3345.692
35  27  4238.669
35  28  5316.474
35  29  6568.940
35  30  7973.910
35  31  9494.971
36  0   11561.012
36  1   13213.796
36  2   14776.121
36  3   16151.895
36  4   17243.750
36  5   17964.842
36  6   18255.102
36  7   18092.421
36  8   17493.252
36  9   16507.146
36  10  15207.919
36  11  13683.320
36  12  12025.345
36  13  10322.156
36  14  8652.334
36  15  7081.654
36  16  5661.653
36  17  4430.060
36  18  3412.329
36  19  2623.984
36  20  2073.181
36  21  1762.689
36  22  1689.149
36  23  1838.742
36  24  2193.201
36  25  2739.728
36  26  3477.675
36  27  4410.279
36  28  5536.314
36  29  6845.211
36  30  8313.794
36  31  9903.924
37  0   11961.941
37  1   13675.219
37  2   15294.419
37  3   16719.717
37  4   17849.981
37  5   18595.040
37  6   18892.513
37  7   18719.466
37  8   18093.156
37  9   17065.378
37  10  15713.241
37  11  14128.328
37  12  12406.553
37  13  10639.706
37  14  8909.447
37  15  7283.936
37  16  5816.360
37  17  4545.433
37  18  3497.000
37  19  2686.525
37  20  2121.760
37  21  1804.802
37  22  1731.605
37  23  1887.840
37  24  2255.100
37  25  2820.817
37  26  3584.767
37  27  4550.575
37  28  5717.125
37  29  7073.515
37  30  8595.708
37  31  10244.088
38  0   12288.228
38  1   14051.498
38  2   15717.617
38  3   17183.621
38  4   18345.219
38  5   19109.454
38  6   19412.017
38  7   19229.292
38  8   18579.259
38  9   17515.678
38  10  16118.522
38  11  14482.701
38  12  12707.500
38  13  10887.800
38  14  9107.847
38  15  7437.753
38  16  5932.009
38  17  4630.031
38  18  3557.848
38  19  2730.712
38  20  2155.874
38  21  1834.688
38  22  1762.428
38  23  1924.371
38  24  2302.130
38  25  2883.488
38  26  3668.675
38  27  4661.698
38  28  5861.564
38  29  7257.113
38  30  8823.585
38  31  10520.126
39  0   12556.485
39  1   14361.601
39  2   16066.907
39  3   17566.764
39  4   18754.182
39  5   19533.841
39  6   19839.800
39  7   19647.875
39  8   18976.712
39  9   17881.823
39  10  16445.722
39  11  14766.254
39  12  12945.659
39  13  11081.498
39  14  9260.215
39  15  7553.541
39  16  6016.990
39  17  4690.460
39  18  3599.993
39  19  2760.506
39  20  2178.657
39  21  1855.007
39  22  1784.155
