30  0   138.824
30  1   138.402
30  2   137.901
30  3   137.340
30  4   136.745
30  5   136.143
30  6   135.563
30  7   135.034
30  8   134.581
30  9   134.225
30  10  133.983
30  11  133.863
30  12  133.868
30  13  133.991
30  14  134.221
30  15  134.543
30  16  134.938
30  17  135.385
30  18  135.867
30  19  136.365
30  20  136.866
30  21  137.355
30  22  137.823
30  23  138.256
30  24  138.645
30  25  138.976
30  26  139.237
30  27  139.417
30  28  139.506
30  29  139.494
30  30  139.376
30  31  139.152
31  0   149.945
31  1   149.475
31  2   148.917
31  3   148.293
31  4   147.630
31  5   146.959
31  6   146.311
31  7   145.719
31  8   145.211
31  9   144.809
31  10  144.533
31  11  144.392
31  12  144.389
31  13  144.518
31  14  144.768
31  15  145.120
31  16  145.556
31  17  146.053
31  18  146.590
31  19  147.148
31  20  147.710
31  21  148.262
31  22  148.789
31  23  149.280
31  24  149.720
31  25  150.095
31  26  150.392
31  27  150.597
31  28  150.699
31  29  150.688
31  30  150.558
31  31  150.309
32  0   160.779
32  1   160.262
32  2   159.646
32  3   158.958
32  4   158.226
32  5   157.485
32  6   156.770
32  7   156.114
32  8   155.549
32  9   155.101
32  10  154.790
32  11  154.627
32  12  154.615
32  13  154.750
32  14  155.018
32  15  155.402
32  16  155.879
32  17  156.425
32  18  157.018
32  19  157.636
32  20  158.261
32  21  158.876
32  22  159.465
32  23  160.014
32  24  160.506
32  25  160.926
32  26  161.260
32  27  161.490
32  28  161.606
32  29  161.596
32  30  161.455
32  31  161.181
33  0   171.266
33  1   170.700
33  2   170.028
33  3   169.275
33  4   168.476
33  5   167.665
33  6   166.881
33  7   166.161
33  8   165.540
33  9   165.045
33  10  164.698
33  11  164.513
33  12  164.493
33  13  164.633
33  14  164.919
33  15  165.333
33  16  165.851
33  17  166.447
33  18  167.096
33  19  167.774
33  20  168.462
33  21  169.140
33  22  169.791
33  23  170.398
33  24  170.943
33  25  171.409
33  26  171.778
33  27  172.035
33  28  172.165
33  29  172.156
33  30  172.003
33  31  171.704
34  0   181.122
34  1   180.510
34  2   179.782
34  3   178.968
34  4   178.101
34  5   177.223
34  6   176.372
34  7   175.590
34  8   174.914
34  9   174.373
34  10  173.992
34  11  173.784
34  12  173.755
34  13  173.899
34  14  174.203
34  15  174.646
34  16  175.203
34  17  175.847
34  18  176.550
34  19  177.288
34  20  178.037
34  21  178.778
34  22  179.489
34  23  180.153
34  24  180.749
34  25  181.260
34  26  181.665
34  27  181.948
34  28  182.091
34  29  182.084
34  30  181.919
34  31  181.597
35  0   189.991
35  1   189.335
35  2   188.555
35  3   187.682
35  4   186.752
35  5   185.810
35  6   184.896
35  7   184.056
35  8   183.326
35  9   182.742
35  10  182.327
35  11  182.098
35  12  182.060
35  13  182.208
35  14  182.528
35  15  182.998
35  16  183.592
35  17  184.281
35  18  185.035
35  19  185.829
35  20  186.637
35  21  187.436
35  22  188.205
35  23  188.923
35  24  189.569
35  25  190.123
35  26  190.562
35  27  190.869
35  28  191.026
35  29  191.020
35  30  190.845
35  31  190.500
36  0   197.583
36  1   196.887
36  2   196.058
36  3   195.131
36  4   194.144
36  5   193.143
36  6   192.172
36  7   191.277
36  8   190.499
36  9   189.874
36  10  189.428
36  11  189.178
36  12  189.131
36  13  189.282
36  14  189.615
36  15  190.110
36  16  190.737
36  17  191.467
36  18  192.269
36  19  193.114
36  20  193.976
36  21  194.830
36  22  195.653
36  23  196.421
36  24  197.114
36  25  197.707
36  26  198.178
36  27  198.507
36  28  198.677
36  29  198.673
36  30  198.488
36  31  198.122
37  0   203.778
37  1   203.046
37  2   202.175
37  3   201.199
37  4   200.161
37  5   199.106
37  6   198.083
37  7   197.139
37  8   196.318
37  9   195.656
37  10  195.181
37  11  194.912
37  12  194.856
37  13  195.008
37  14  195.353
37  15  195.869
37  16  196.526
37  17  197.292
37  18  198.137
37  19  199.029
37  20  199.939
37  21  200.843
37  22  201.714
37  23  202.529
37  24  203.264
37  25  203.893
37  26  204.394
37  27  204.744
37  28  204.925
37  29  204.923
37  30  204.730
37  31  204.345
38  0   208.674
38  1   207.909
38  2   206.999
38  3   205.981
38  4   204.896
38  5   203.795
38  6   202.725
38  7   201.737
38  8   200.876
38  9   200.180
38  10  199.680
38  11  199.393
38  12  199.328
38  13  199.480
38  14  199.835
38  15  200.369
38  16  201.051
38  17  201.851
38  18  202.733
38  19  203.667
38  20  204.622
38  21  205.570
38  22  206.486
38  23  207.343
38  24  208.116
38  25  208.778
38  26  209.306
38  27  209.675
38  28  209.867
38  29  209.866
38  30  209.666
38  31  209.265
